Name_of_sign,YouTube_link,Same_in_SASL_as_ASL,Can_the_link_be_downloaded,Number_of_Hands_used,,`,`
don't understand,www.youtube.com/watch?v=w6fZZ4fsLtU,SAME,YES,ONE HAND,,,
SCREWDRIVER,www.youtube.com/watch?v=nBzc8dMJqnQ,NOT THE SAME,YES,TWO HANDS,,,
philippines (asl),www.youtube.com/watch?v=M20cGHpL6S8,SOMEWHAT THE SAME,YES,TWO HANDS,,,
ALARM-[loud-RINGING],www.youtube.com/watch?v=Ose8i0UId5A,SAME,YES,TWO HANDS,,,
office,www.youtube.com/watch?v=4Lp7uYS0GNo,NOT THE SAME,YES,TWO HANDS,,,
TURKEY,www.youtube.com/watch?v=0ExjYMSrbWE,NOT THE SAME,YES,ONE HAND,,,
egypt,www.youtube.com/watch?v=InWBeydRch0,SAME,YES,ONE HAND,,,
egypt,www.youtube.com/watch?v=InWBeydRch0,NOT THE SAME,YES,TWO HANDS,,,
APPLE,www.youtube.com/watch?v=3wIiujOP6Ag,NOT THE SAME,YES,ONE HAND,,,
SMALL,www.youtube.com/watch?v=D9cKF3fyYDA,SAME,YES,TWO HANDS,,,
right (as in correct),www.youtube.com/watch?v=TWcLQwUK_2c,NOT THE SAME,YES,TWO HANDS,,,
canada (arabic sign),www.youtube.com/watch?v=fafnFbsLWho,SAME,YES,ONE HAND,,,
DESTROY,www.youtube.com/watch?v=DHXkG8mhvGU,SOMEWHAT THE SAME,YES,TWO HANDS,,,
HUNGRY,www.youtube.com/watch?v=YWx2R6O1QtE,NOT THE SAME,YES,ONE HAND,,,
HAPPY,www.youtube.com/watch?v=QBwuhvz8LAk,SAME,YES,TWO HANDS,,,
BIRTHDAY,www.youtube.com/watch?v=QBwuhvz8LAk,NOT THE SAME,YES,ONE HAND,,,
YOU,www.youtube.com/watch?v=QBwuhvz8LAk,SAME,YES,ONE HAND,,,
Meet,www.youtube.com/watch?v=t6JO3cZJq4k,SAME,YES,TWO HANDS,,,
FALL / AUTUMN,www.youtube.com/watch?v=Bm_JBY9dESM,NOT THE SAME,YES,TWO HANDS,,,
About,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
About,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
For,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
For,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
After,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
After,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
After,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Have,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Have,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Like\u2018,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
We,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
And,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
And,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
You,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
You,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Out,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Out,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Down,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
Down,www.youtube.com/watch?v=xaHll2DRUkg,,NO,,,,
SNOW,www.youtube.com/watch?v=64vmMLTriM8,SAME,YES,TWO HANDS,,,
grandpa,www.youtube.com/watch?v=s9dAwadJmN0,NOT THE SAME,YES,ONE HAND,,,
grandpa,www.youtube.com/watch?v=s9dAwadJmN0,NOT THE SAME,YES,ONE HAND,,,
MY,www.youtube.com/watch?v=69KWUsfMUUk,NOT THE SAME,YES,ONE HAND,,,
VIETNAM,www.youtube.com/watch?v=45a8R63dhLk,NOT THE SAME,YES,ONE HAND,,,
Again,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Deaf,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,ONE HAND,,,
Deaf,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,ONE HAND,,,
Learn,www.youtube.com/watch?v=owXsDIKq4lk,SAME,YES,TWO HANDS,,,
Meaning,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Meaning,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Meaning,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Meet,www.youtube.com/watch?v=owXsDIKq4lk,SAME,YES,TWO HANDS,,,
Name,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Nice,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Nice\nor Clean,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Slow,www.youtube.com/watch?v=owXsDIKq4lk,SAME,YES,TWO HANDS,,,
Thank You,www.youtube.com/watch?v=owXsDIKq4lk,SAME,YES,ONE HAND,,,
What,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,TWO HANDS,,,
Where,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,ONE HAND,,,
Who,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,ONE HAND,,,
Why,www.youtube.com/watch?v=owXsDIKq4lk,NOT THE SAME,YES,ONE HAND,,,
Yes,www.youtube.com/watch?v=owXsDIKq4lk,SAME,YES,ONE HAND,,,
curtain,www.youtube.com/watch?v=HvNWvho107I,NOT THE SAME,YES,TWO HANDS,,,
DANCE,www.youtube.com/watch?v=0CofPllMO8k,SAME,YES,TWO HANDS,,,
ACCOUNTANT\n\nL,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
ACTRESS\nACTOR,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
ATHLETE,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
CASHIER,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,ONE HAND,,,
CHEF,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,ONE HAND,,,
CHEF,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
COUNSELOR\n\nL,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
DENTIST,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,ONE HAND,,,
DOCTOR,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
ENGINEER,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
INTERPRETER\n\nL,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
JANITOR,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
LAWYER,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
MANAGER\n\nL,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
NURSE,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
PHOTOGRAPHER,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
PRINCIPAL\n\nL,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
PSYCHOLOGIST\n\nL,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
SCIENTIST,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
SOLDIER\nMILITARY\nARMY\n\nL,www.youtube.com/watch?v=TYEae1fcehg,NOT THE SAME,YES,TWO HANDS,,,
TEACHER,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,TWO HANDS,,,
VOLUNTEER,www.youtube.com/watch?v=TYEae1fcehg,SAME,YES,ONE HAND,,,
WAITRESS\nWAITER\nSERVER,www.youtube.com/watch?v=TYEae1fcehg,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Hot Dog,www.youtube.com/watch?v=mj1QB3wY84w,Same,Yes,TWO HANDS,,,
aid-[HELP],www.youtube.com/watch?v=jENKp3DJ8tU,SAME,YES,TWO HANDS,,,
list,www.youtube.com/watch?v=6tmwqlYiflI,SAME,YES,TWO HANDS,,,
MARRIED,www.youtube.com/watch?v=71kDb2VVnhM,NOT THE SAME,YES,TWO HANDS,,,
GOLD,www.youtube.com/watch?v=7mTvD5k5H30,NOT THE SAME,YES,ONE HAND,,,
dinner,www.youtube.com/watch?v=Onnf0oia9nk,NOT THE SAME,YES,ONE HAND,,,
stand,www.youtube.com/watch?v=Nvo5W_zM2s0,SAME,YES,TWO HANDS,,,
stand,www.youtube.com/watch?v=Nvo5W_zM2s0,SAME,YES,TWO HANDS,,,
FAIR,www.youtube.com/watch?v=PgVclx8NNZg,SAME,YES,TWO HANDS,,,
CHAIR,www.youtube.com/watch?v=zICB0wesqvY,SOMEWHAT THE SAME,YES,TWO HANDS,,,
wood,www.youtube.com/watch?v=Fp1_Dq2fyG4,SAME,YES,TWO HANDS,,,
PREFER FAVORITE,www.youtube.com/watch?v=qc3SU4E5BeE,SAME,YES,ONE HAND,,,
cup,www.youtube.com/watch?v=fC5GFsg6Fgo,SAME,YES,TWO HANDS,,,
cup,www.youtube.com/watch?v=fC5GFsg6Fgo,SAME,YES,TWO HANDS,,,
AUSTRALIA,www.youtube.com/watch?v=MKWc2WUtGD0,SAME,YES,TWO HANDS,,,
jelly,www.youtube.com/watch?v=kD7gDxLCvAM,NOT THE SAME,YES,TWO HANDS,,,
jelly,www.youtube.com/watch?v=kD7gDxLCvAM,NOT THE SAME,YES,TWO HANDS,,,
fish,www.youtube.com/watch?v=3447IQcrXRw,SAME,YES,ONE HAND,,,
How Are You,www.youtube.com/watch?v=o6vCj-5MseI,,NO,,,,
EARLY-[backward-movement-version],www.youtube.com/watch?v=l_fTjyGJl-w,NOT THE SAME,YES,TWO HANDS,,,
Hot Dog,www.youtube.com/watch?v=mj1QB3wY84w,Same,Yes,TWO HANDS,,,
Bread,www.youtube.com/watch?v=mj1QB3wY84w,Same,Yes,TWO HANDS,,,
hair,www.youtube.com/watch?v=AMe0YM6VBW8,SAME,YES,ONE HAND,,,
STUDENT-[full-version],www.youtube.com/watch?v=jrf2XYqjg2o,SAME,YES,TWO HANDS,,,
FUTURE,www.youtube.com/watch?v=yiS9IHo_g_M,,NO,,,,
tuesday,www.youtube.com/watch?v=JPbhmkKTpjg,NOT THE SAME,YES,ONE HAND,,,
PREGNANT-[conceive]-[get-pregnant],www.youtube.com/watch?v=sEsJcuy0m-M,NOT THE SAME,YES,TWO HANDS,,,
black,www.youtube.com/watch?v=O5_4x8p5t4U,NOT THE SAME,YES,ONE HAND,,,
peach,www.youtube.com/watch?v=wv43RfAlVjU,NOT THE SAME,YES,ONE HAND,,,
peach,www.youtube.com/watch?v=wv43RfAlVjU,NOT THE SAME,YES,ONE HAND,,,
friend,www.youtube.com/watch?v=YrdkYimZtSY,NOT THE SAME,YES,TWO HANDS,,,
27,www.youtube.com/watch?v=vgvadFYwnpE,NOT THE SAME,YES,ONE HAND,,,
bathroom,www.youtube.com/watch?v=M2hwPEN4ZkM,NOT THE SAME,YES,ONE HAND,,,
sweet,www.youtube.com/watch?v=5KGUG6pWhbY,NOT THE SAME,YES,ONE HAND,,,
Everyday,www.youtube.com/watch?v=f4WV4NHlmuA,NOT THE SAME,YES,ONE HAND,,,
cute,www.youtube.com/watch?v=sqxe_0ixKvs,SAME,YES,ONE HAND,,,
cute,www.youtube.com/watch?v=sqxe_0ixKvs,SAME,YES,ONE HAND,,,
birthday,www.youtube.com/watch?v=8SuHTyDfRf0,SAME,YES,ONE HAND,,,
birthday,www.youtube.com/watch?v=8SuHTyDfRf0,SAME,YES,ONE HAND,,,
bored,www.youtube.com/watch?v=QvyazQaCmtM,SAME,YES,ONE HAND,,,
secretary,www.youtube.com/watch?v=-7w12n5bly4,NOT THE SAME,YES,TWO HANDS,,,
secretary,www.youtube.com/watch?v=-7w12n5bly4,NOT THE SAME,YES,TWO HANDS,,,
wet,www.youtube.com/watch?v=kHhMUvjWhC4,SOMEWHAT THE SAME,YES,TWO HANDS,,,
wet,www.youtube.com/watch?v=kHhMUvjWhC4,SOMEWHAT THE SAME,YES,TWO HANDS,,,
wet,www.youtube.com/watch?v=kHhMUvjWhC4,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Head,www.youtube.com/watch?v=YUvGoSk33A4,NOT THE SAME,YES,ONE HAND,,,
basement,www.youtube.com/watch?v=6IJayrdQ0aw,NOT THE SAME,YES,TWO HANDS,,,
FAST (alternative),www.youtube.com/watch?v=nT524fweXHM,NOT THE SAME,YES,TWO HANDS,,,
girl+friend,www.youtube.com/watch?v=1nwwhviEcTM,NOT THE SAME,YES,TWO HANDS,,,
go,www.youtube.com/watch?v=wbScz3a4NLk,NOT THE SAME,YES,TWO HANDS,,,
go,www.youtube.com/watch?v=wbScz3a4NLk,NOT THE SAME,YES,TWO HANDS,,,
THERE,www.youtube.com/watch?v=jCtTxZ706WI,SAME,YES,ONE HAND,,,
WAITER/SERVER,www.youtube.com/watch?v=2icFerNdwcA,NOT THE SAME,YES,TWO HANDS,,,
THEATER-[act,www.youtube.com/watch?v=ZaxcUQkJ2a4,SAME,YES,TWO HANDS,,,
Carrots,www.youtube.com/watch?v=mj1QB3wY84w,Same,Yes,TWO HANDS,,,
Year,www.youtube.com/watch?v=GE-G8DbX4cI,SAME,YES,TWO HANDS,,,
party,www.youtube.com/watch?v=f40adWik_LE,NOT THE SAME,YES,TWO HANDS,,,
party,www.youtube.com/watch?v=f40adWik_LE,NOT THE SAME,YES,TWO HANDS,,,
bus,www.youtube.com/watch?v=u8A5KRYn5as,NOT THE SAME,YES,ONE HAND,,,
bus,www.youtube.com/watch?v=u8A5KRYn5as,NOT THE SAME,YES,ONE HAND,,,
bus,www.youtube.com/watch?v=u8A5KRYn5as,NOT THE SAME,YES,ONE HAND,,,
sports,www.youtube.com/watch?v=SkEuSa8n_cU,SAME,YES,ONE HAND,,,
sports,www.youtube.com/watch?v=SkEuSa8n_cU,SAME,YES,TWO HANDS,,,
sports,www.youtube.com/watch?v=SkEuSa8n_cU,SAME,YES,TWO HANDS,,,
sports,www.youtube.com/watch?v=SkEuSa8n_cU,SAME,YES,TWO HANDS,,,
Also,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Also,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Apartment,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Apartment,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Bank,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Bank,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Basement,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Basement,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Bedroom,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Bedroom,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Bedroom,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Bedroom,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
to be Broke,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to be Broke,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Bus,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Bus,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to Buy,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to Buy,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Cent,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,ONE HAND,,,
Cent,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to be Cheap,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to be Cheap,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Check,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Cost,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Cost,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
credit card,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
credit card,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
to be Curious,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to be Curious,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Different (plural) .,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Different (plural) .,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Dining room,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Dining room,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Dollar,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Dollar,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Dormitory,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Dormitory,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to Earn,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to Earn,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
East,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,ONE HAND,,,
East,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,ONE HAND,,,
Elevator,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Elevator,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Expensive,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Expensive,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Free,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Free,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Garage,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Garage,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Grocery store,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Grocery store,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Highway,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Highway,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Hospital,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,ONE HAND,,,
Hospital,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,ONE HAND,,,
Hospital,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,ONE HAND,,,
Hospital,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Hotel,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
House,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
House,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Intersection,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Intersection,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Jail,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Jail,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Kitchen,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Kitchen,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to Leave (something),www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to Leave (something),www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Left (direction),www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Left (direction),www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Living room,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Living room,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Living room,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Living room,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to be Lousy,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to be Lousy,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Money,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Money,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Money,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Money,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
More than,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Museum,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Museum,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,TWO HANDS,,,
Quarter,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Quarter,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Right (direction),www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Right (direction),www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
South,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
South,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to Switch,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to Switch,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
to Have,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
to Have,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,TWO HANDS,,,
Traffic,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Traffic,www.youtube.com/watch?v=AiozVha_k4o,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Truck,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
Truck,www.youtube.com/watch?v=AiozVha_k4o,NOT THE SAME,YES,ONE HAND,,,
West,www.youtube.com/watch?v=AiozVha_k4o,SAME,YES,ONE HAND,,,
socks,www.youtube.com/watch?v=Jm8PpXYHoDc,NOT THE SAME,YES,TWO HANDS,,,
what,www.youtube.com/watch?v=ZvPcSJ9A1pM,SOMEWHAT THE SAME,YES,TWO HANDS,,,
DON'T UNDERSTAND,www.youtube.com/watch?v=naBBILoDQ3Q,SAME,YES,ONE HAND,,,
HERE,www.youtube.com/watch?v=PzmWGr8YQHA,NOT THE SAME,YES,TWO HANDS,,,
scientist,www.youtube.com/watch?v=IghYo9wmc8o,SAME,YES,TWO HANDS,,,
SALAD,www.youtube.com/watch?v=C8cNFu5gHwg,SAME,YES,TWO HANDS,,,
Color,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Red,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,ONE HAND,,,
Orange,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,ONE HAND,,,
Yellow,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,ONE HAND,,,
Green,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Green,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Blue,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Purple,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Brown,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Black,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
White,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Gray,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,TWO HANDS,,,
Pink,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,ONE HAND,,,
Spring,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
What,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,TWO HANDS,,,
You,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,ONE HAND,,,
See,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,ONE HAND,,,
Snow,www.youtube.com/watch?v=9RE2NLd_Sgw,SOMEWHAT THE SAME,YES,TWO HANDS,,,
Flower,www.youtube.com/watch?v=9RE2NLd_Sgw,SOMEWHAT THE SAME,YES,ONE HAND,,,
Grow,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
Boots,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,TWO HANDS,,,
Boots,www.youtube.com/watch?v=9RE2NLd_Sgw,NOT THE SAME,YES,TWO HANDS,,,
coat,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
coat,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
Umbrella,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
jump,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
Children,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
Children,www.youtube.com/watch?v=9RE2NLd_Sgw,SAME,YES,TWO HANDS,,,
